Title,Inventor,Assignee,Application number,Publication number,Priority information,Publication date,Kind,Patent number,Patent office,Filing date,Publication year,Document type,Abstract,Designated states,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Field of search,IPC code,CPC code,Database,Copyright,Data Provider
"USE OF INORGANIC PARTICLES AND METHOD FOR MARKING AND IDENTIFYING A SUBSTRATE OR AN ARTICLE","ROZUMEK OLIVIER; MUELLER EDGAR ","SICPA HOLDING","EP98008452","WO9934315","EP 97811029 12/29/1997 EP 97811029 12/29/1997 97811029.4 EP19970811029 ","11/18/1999","A9 - Complete corrected document","9934315","WO","12/22/1998","1999","Patent application","The present invention relates to inorganic particles comprising at least two chemical elements in a predefined and analytically identifiable ratio. These particles are used as a marking means incorporated into or applied onto any desired article. They provide a high security potential against counterfeiting since the analysis depend on a combination of spatial as well as of chemical information. In a first step the information containing particle has to be localized by scanning electron microscopy and in a second step the ratio of elements is analysed using energy- or wavelength-dispersive X-ray analysis (SEM/EDX).La présente invention concerne des particules inorganiques comprenant au moins deux éléments chimiques en un rapport prédéfini et identifiable par voie analytique. Ces particules sont utilisées comme moyen de marquage incorporé ou appliqué à n'importe quel article désiré. Elles permettent d'obtenir un potentiel de sécurité élevé contre la contrefaçon étant donné que l'analyse dépend d'une combinaison d'informations à la fois spatiales et chimiques. Dans une première étape, la particule contenant les informations doit être localisée par microscopie électronique à balayage et dans une seconde étape le rapport des éléments est analysé par analyse par rayons X à dispersion d'énergie - en longueur d'onde (SEM/EDX).","","Scanning electron microscopy","Chemical elements - X ray diffraction analysis","Chemical information - Energy dispersive - High securities - Inorganic particles - Localised - Scanning electrons - SEM-EDX - Wavelength dispersive X-rays","1301.3.1 Microscopy - 1301.4.1 Crystalline Solids and Crystallography",,"C09D11/00 - B41M3/14 - B42D15/00 - G06K19/06","B41M3/14 - B41M3/144 - C01P2002/02 - C01P2002/85 - C01P2004/03 - C01P2004/61 - C01P2004/62 - C01P2006/42 - C01P2006/60 - C01P2006/80 - C09C1/00 - C09C1/15 - C09C1/21 - C09C1/78 - C09C1/81 - C09C2200/1087 - C09C2210/10 - C09C2210/20 - C09C2210/50 - C09C2220/20 - C09D11/50 - B42D25/29 - B42D15/00","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"USE OF INORGANIC PARTICLES AND METHOD FOR MARKING AND IDENTIFYING A SUBSTRATE OR AN ARTICLE","ROZUMEK OLIVIER; MUELLER EDGAR ","SICPA HOLDING","EP98008452","WO9934315","EP 97811029 12/29/1997 EP 97811029 12/29/1997 97811029.4 EP19970811029 ","10/21/1999","A4 - Later publication of amended claims and/or statement (article 19) revised front page (from the 1st of January 2009 onwards)","9934315","WO","12/22/1998","1999","Patent application","The present invention relates to inorganic particles comprising at least two chemical elements in a predefined and analytically identifiable ratio. These particles are used as a marking means incorporated into or applied onto any desired article. They provide a high security potential against counterfeiting since the analysis depend on a combination of spatial as well as of chemical information. In a first step the information containing particle has to be localized by scanning electron microscopy and in a second step the ratio of elements is analysed using energy- or wavelength-dispersive X-ray analysis (SEM/EDX).La présente invention concerne des particules inorganiques comprenant au moins deux éléments chimiques en un rapport prédéfini et identifiable par voie analytique. Ces particules sont utilisées comme moyen de marquage incorporé ou appliqué à n'importe quel article désiré. Elles permettent d'obtenir un potentiel de sécurité élevé contre la contrefaçon étant donné que l'analyse dépend d'une combinaison d'informations à la fois spatiales et chimiques. Dans une première étape, la particule contenant les informations doit être localisée par microscopie électronique à balayage et dans une seconde étape le rapport des éléments est analysé par analyse par rayons X à dispersion d'énergie - en longueur d'onde (SEM/EDX).","","Scanning electron microscopy","Chemical elements - X ray diffraction analysis","Chemical information - Energy dispersive - High securities - Inorganic particles - Localised - Scanning electrons - SEM-EDX - Wavelength dispersive X-rays","1301.3.1 Microscopy - 1301.4.1 Crystalline Solids and Crystallography",,"C09D11/00 - B41M3/14 - B42D15/00 - G06K19/06","B41M3/14 - B41M3/144 - C01P2002/02 - C01P2002/85 - C01P2004/03 - C01P2004/61 - C01P2004/62 - C01P2006/42 - C01P2006/60 - C01P2006/80 - C09C1/00 - C09C1/15 - C09C1/21 - C09C1/78 - C09C1/81 - C09C2200/1087 - C09C2210/10 - C09C2210/20 - C09C2210/50 - C09C2220/20 - C09D11/50 - B42D25/29 - B42D15/00","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"Method of controlling a chemical process by microwave radiation","Lautenschlager, Werner ","MILESTONE","09519594","US6455317","US 51959400 03/06/2000 US 96929297 11/13/1997 08/969292 US20000519594 US19970969292 ","09/24/2002","B1 - Patent without a pre-grant publication","6455317","US","03/06/2000","2002","Granted patent","A system and method for controlling a microwave heated chemical process is disclosed. Time varying concentrations of some chemical substances within fumes in the microwave oven are monitored to detect concentration variations for which responses are known. Responses to the detected variations are initiated to control the chemical process without terminating the process. Examples of responses include varying microwave radiation energy, initiating safety systems, increased venting of the microwave oven, and so forth.","","Microwave heating","Microwave sensors - Process control - Chemical sensors - Gases - Chemical detection - Signaling - Diffusion - Automation","Chemical information - Chemical process - Chemical substance - Concentration variation - Energy systems - Microwave energies - Microwave energy source - Microwave radiation energy - Time varying","101.8 Biosensing Technology - 301 Fluids - 302 Thermodynamics and Heat Transfer - 731 Automatic Control Principles and Applications - 732.2 Control Instrumentation - 802 Chemical Apparatus and Plants; Unit Operations; Unit Processes - 802.3 Chemical Operations - 913.3 Quality Assurance and Control","422/78 - 422/80 - 422/90 - 422/105 - 422/107 - 422/108 - 422/109 - 422/117 - 219/679 - 219/716 - 436/55 - 436/62 - 436/103 - 436/106 - 436/155 - 436/157 - 436/182 - 436/73-84 - 436/114-115 - 436/174-175 ","G01N33/20","B01J19/06 - B01J19/126 - B01J2219/58 - B01J2219/65 - B01J2219/02 - B01J2219/202 - B01J2219/218 - B01J2219/24 - B01J2219/1218 - H05B6/6461 - H05B6/806 - Y10T436/17 - Y10T436/16 - Y10T436/176152 - Y10T436/176921 - Y10T436/25125 - Y10T436/12","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"USE OF INORGANIC PARTICLES AND METHOD FOR MARKING AND IDENTIFYING A SUBSTRATE OR AN ARTICLE","ROZUMEK OLIVIER; MUELLER EDGAR ","SICPA HOLDING","EP98008452","WO9934315","EP 97811029 12/29/1997 EP 97811029 12/29/1997 97811029.4 EP19970811029 ","10/21/1999","B1 - Amended claims","9934315","WO","12/22/1998","1999","Patent application","The present invention relates to inorganic particles comprising at least two chemical elements in a predefined and analytically identifiable ratio. These particles are used as a marking means incorporated into or applied onto any desired article. They provide a high security potential against counterfeiting since the analysis depend on a combination of spatial as well as of chemical information. In a first step the information containing particle has to be localized by scanning electron microscopy and in a second step the ratio of elements is analysed using energy- or wavelength-dispersive X-ray analysis (SEM/EDX).La présente invention concerne des particules inorganiques comprenant au moins deux éléments chimiques en un rapport prédéfini et identifiable par voie analytique. Ces particules sont utilisées comme moyen de marquage incorporé ou appliqué à n'importe quel article désiré. Elles permettent d'obtenir un potentiel de sécurité élevé contre la contrefaçon étant donné que l'analyse dépend d'une combinaison d'informations à la fois spatiales et chimiques. Dans une première étape, la particule contenant les informations doit être localisée par microscopie électronique à balayage et dans une seconde étape le rapport des éléments est analysé par analyse par rayons X à dispersion d'énergie - en longueur d'onde (SEM/EDX).","","Scanning electron microscopy","Chemical elements - X ray diffraction analysis","Chemical information - Energy dispersive - High securities - Inorganic particles - Localised - Scanning electrons - SEM-EDX - Wavelength dispersive X-rays","1301.3.1 Microscopy - 1301.4.1 Crystalline Solids and Crystallography",,"C09D11/00 - B41M3/14 - B42D15/00 - G06K19/06","C09C1/21 - B41M3/14 - B41M3/144 - B42D25/29 - C01P2002/02 - C01P2002/85 - C01P2004/03 - C01P2004/61 - C01P2004/62 - C01P2006/42 - C01P2006/60 - C01P2006/80 - C09C1/00 - C09C1/15 - C09C1/78 - C09C1/81 - C09C2200/1087 - C09C2210/10 - C09C2210/20 - C09C2210/50 - C09C2220/20 - C09D11/50","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"USE OF INORGANIC PARTICLES AND METHOD FOR MARKING AND IDENTIFYING A SUBSTRATE OR AN ARTICLE","ROZUMEK OLIVIER; MUELLER EDGAR ","SICPA HOLDING","EP98008452","WO9934315","EP 97811029 12/29/1997 EP 97811029 12/29/1997 97811029.4 EP19970811029 ","09/16/1999","A3 - Separate publication of the search report","9934315","WO","12/22/1998","1999","Patent application","The present invention relates to inorganic particles comprising at least two chemical elements in a predefined and analytically identifiable ratio. These particles are used as a marking means incorporated into or applied onto any desired article. They provide a high security potential against counterfeiting since the analysis depend on a combination of spatial as well as of chemical information. In a first step the information containing particle has to be localized by scanning electron microscopy and in a second step the ratio of elements is analysed using energy- or wavelength-dispersive X-ray analysis (SEM/EDX).La présente invention concerne des particules inorganiques comprenant au moins deux éléments chimiques en un rapport prédéfini et identifiable par voie analytique. Ces particules sont utilisées comme moyen de marquage incorporé ou appliqué à n'importe quel article désiré. Elles permettent d'obtenir un potentiel de sécurité élevé contre la contrefaçon étant donné que l'analyse dépend d'une combinaison d'informations à la fois spatiales et chimiques. Dans une première étape, la particule contenant les informations doit être localisée par microscopie électronique à balayage et dans une seconde étape le rapport des éléments est analysé par analyse par rayons X à dispersion d'énergie - en longueur d'onde (SEM/EDX).","","Scanning electron microscopy","Chemical elements - X ray diffraction analysis","Chemical information - Energy dispersive - High securities - Inorganic particles - Localised - Scanning electrons - SEM-EDX - Wavelength dispersive X-rays","1301.3.1 Microscopy - 1301.4.1 Crystalline Solids and Crystallography",,"C09D11/00 - B41M3/14 - B42D15/00 - G06K19/06","B41M3/14 - B41M3/144 - C01P2002/02 - C01P2002/85 - C01P2004/03 - C01P2004/61 - C01P2004/62 - C01P2006/42 - C01P2006/60 - C01P2006/80 - C09C1/00 - C09C1/15 - C09C1/21 - C09C1/78 - C09C1/81 - C09C2200/1087 - C09C2210/10 - C09C2210/20 - C09C2210/50 - C09C2220/20 - C09D11/50 - B42D25/29 - B42D15/00","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"Determination and uses of the atomic structures of ribosomes and ribosomal subunits and their ligand complexes","Steitz, Thomas A.; Moore, Peter B.; Ban, Nenad; Nissen, Poul; Hansen, Jeffrey ","YALE UNIVERSITY","10391289","US7504486","US 39128903 03/17/2003 US 63570800 08/09/2000 09635708 US20030391289 US20000635708 ","03/17/2009","B2 - Patent with a pre-grant publication","7504486","US","03/17/2003","2009","Granted patent","The present invention provides methods for producing high resolution crystals of ribosomes and ribosomal subunits as well as the crystals produced by such methods. The x-ray diffraction patterns of the crystals provided by the present invention are of sufficiently high resolution for determining the three-dimensional structure of ribosomes and ribosomal subunits, for identifying ligand binding sites on ribosomes and ribosomal subunits, and for molecular modeling of ligands which interact with ribosomes and ribosomal subunits. The present invention provides methods for identifying ribosome-related ligands and methods for designing ligands with specific ribosome-binding properties. Thus, the methods of the present invention may be used to produce ligands which are designed to kill or inhibit any specific target organism(s).","","Ligands","X ray diffraction - Patents and inventions - Crystal atomic structure - Binding sites - Binding energy - Complexation - Macromolecules - Design","Binding properties - High resolution - High salt concentration - Ligand complexes - Ligand-binding sites - Ribosomal subunits - Ribosome binding - Target organism - Three-dimensional structure - X ray diffraction patterns","205.1 Polymeric Materials - 801.3 Physical Chemistry - 802.2 Chemical Reactions - 805.1 Biochemical Engineering - 902.3 Legal Aspects - 904 Design - 1301.1.3 Atomic and Molecular Physics - 1301.2.1 High Energy Physics - 1301.4.1.1 Crystal Lattice",,"C07K1/14 - C07K14/215 - G01N31/00","C07K14/215 - C07K2299/00","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"Use of inorganic particles and method for marking and identifying a substrate or an article","ROZUMEK OLIVIER; MUELLER EDGAR ","SICPA HOLDING SA","98118635","EP927750","EP 97811029 12/29/1997 EP 98118635 10/02/1998 EP 97811029 12/29/1997 97811029 EP19980118635 EP19970811029 ","07/07/1999","A1 - Application published with search report","927750","EP","10/02/1998","1999","Patent application","The present invention relates to inorganic particles comprising at least two chemical elements in a predefined and analytically identifiable ratio. These particles are used as a marking means incorporated into or applied onto any desired article. They provide a high security potential against counterfeiting since the analysis depend on a combination of spatial as well as of chemical information. In a first step the information containing particle has to be localized by scanning electron microscopy and in a second step the ratio of elements is analysed using energy - or wavelength-dispersive X-ray analysis (SEM/EDX).","AT - BE - CH - DE - DK - ES - FI - FR - GB - GR - IE - IT - LI - NL - PT - SE - ","Scanning electron microscopy","Energy dispersive X ray analysis - Dispersion (waves) - Electrons - Chemical elements - X ray diffraction analysis","Backscattered electrons - Chemical information - Electron detection - Energy dispersive - High securities - Inorganic particles - Localised - Scanning electrons - SEM-EDX - Wavelength dispersive X-rays","805 Chemical Engineering - 941.9 Radiation Measurements - 1301.1.3 Atomic and Molecular Physics - 1301.3.1 Microscopy - 1301.4.1 Crystalline Solids and Crystallography",,"C09D11/00 - B41M3/14 - B42D15/00 - G06K19/06","B41M3/14 - B41M3/144 - C01P2002/02 - C01P2002/85 - C01P2004/03 - C01P2004/61 - C01P2004/62 - C01P2006/42 - C01P2006/60 - C01P2006/80 - C09C1/00 - C09C1/15 - C09C1/21 - C09C1/78 - C09C1/81 - C09C2200/1087 - C09C2210/10 - C09C2210/20 - C09C2210/50 - C09C2220/20 - C09D11/50 - B42D25/29 - B42D15/00","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"FUMED SILANIZED SILICA","MEYER, Jürgen; SCHOLZ, Mario ","Evonik Degussa GmbH","06830358","EP1969069","EP 05112922 12/23/2005 EP 2006069308 12/05/2006 EP 05112922 12/23/2005 EP 06830358 12/05/2006 05112922 2006069308 WO2006EP69308 EP20050112922 EP20060830358 ","08/21/2013","B1 - Granted patent","1969069","EP","12/05/2006","2013","Granted patent","Pyrogenically produced silanized silica (I) having physical and chemical data such as grindometer value of less than 20 mu m and tamper density of 25-35 g/l, is new. Independent claims are included for: **LISTN**the preparation of (I); and #a silicone rubber mass comprising 0.5-60 wt.% of pyrogenically produced silanized silica and 40-99.5 wt.% of organo polysiloxane of formula (Z nSi(R) 3-n-O-[Si(R) 2O] x-Si(R) 3-n-Z1 n).**/LISTN** **MAR**R = alkyl, alkoxy-, aryl-, oxime-, acetoxy- or 1-50C-alkyl (optionally substituted with O, S, F, Cl, Br, I or polystyrene-, polyvinylacetate-, poly(meth)acrylate- or polacrylnitrile residue with 40-10000 repeating units); #Z = OH, Cl, Br, acetoxy, amino, aminoxy, oxime, alkoxy-amido, alkenyloxy, acryloxy or phosphate, where the organic residue consists of 2-20C; #Z1 = oxime, alkoxy, acetoxy, amino or amido; #n = 1-3; and #X = 100-15000.**/MAR**.","AT - BE - BG - CH - CY - CZ - DE - DK - EE - ES - FI - FR - GB - GR - HU - IE - IS - IT - LI - LT - LU - LV - MC - NL - PL - PT - RO - SE - SI - SK - TR - ","Particle size","Silica - Silicones - Carbon - Elastomers - Fillers - Hydrocarbons - Atoms - Chlorine compounds - Bromine compounds - Gravimetric analysis - Copper","BET surface area - Carbon atoms - Carbon content - Dimethyldichlorosilane - Fumed silicas - Physico-chemicals - Primary particle size - Silanized - Silanized silicas - Silicone rubber","205.1.1 Organic Polymers - 212.2 Elastomers - 801.3 Physical Chemistry - 803 Chemical Agents and Basic Industrial Chemicals - 804 Chemical Products - 804.1 Organic Compounds - 804.2 Inorganic Compounds - 941.5 Mechanical Variables Measurements - 1301.1.2 Physical Properties of Gases, Liquids and Solids - 1301.1.3 Atomic and Molecular Physics",,"C09C1/30 - C01B33/18 - C08K3/36","B82Y30/00 - C01B33/183 - C01P2004/52 - C01P2004/64 - C01P2006/11 - C01P2006/12 - C01P2006/22 - C08K9/06 - C09C1/3081","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"Construction of molecular models, e.g. for drug design","KRIEG BENNO PROF DR; FERINCZ JOZSEF DR ","KRIEG BENNO PROF DR; FERINCZ JOZSEF DR","19504724","DE19504724","DE 19504724 02/01/1995 DE1995104724 ","08/08/1996","A1 - Document laid open (first publication)","19504724","DE","02/01/1995","1996","Patent application","Beschrieben wird ein Verfahren zur Ermittlung der 3-D-Geometrie von Molekülen. Der Aufbau eines Zielmodells bzw. Zielmodelldatensatzes erfolgt durch Verknüpfung von Molekülfragmenten, wobei die Umgebung der Verknüpfungsstellen zur Feinsteuerung herangezogen wird. Mit dieser neuen Technik können realitätsnahe Daten rasch und bequem erhalten werden, auch von solchen chemischen Verbindungen, deren Synthese und/oder Isolierung (noch) nicht gelungen ist. Die Leistungsfähigkeit des erfindungsgemäßen Verfahrens (hohe Genauigkeit, auch bei kostengünstigem Equipment/PC) liegt deutlich höher als die bisher beschriebener Methoden.Molecular model building system comprises successive addition of molecular model fragments. The fragments are designed with special consideration to the environment of the bonding position, to allow fine control of the coupling step. Pref. the fragments are pre-optimised and have non-exchangeable joints at their coupling sites. The fragments are held in a data bank for disposal and computer-assisted coupling stages are carried out. If necessary analogues found by a defined similarity principle are used.","","Molecules","Molecular modeling - Molecular mechanics - Molecular docking","Bonding positions - Building systems - Computer assisted - Connection points - Construction of models - Databanks - Drug Design - Link system - Similarity principle","1301.1.1 Mechanics - 1301.1.3 Atomic and Molecular Physics",,"G06F17/50","C07K1/00 - G16C10/00 - G16C20/50 - G16C20/70","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"MOLECULAR MODEL FOR ATHERO/ARTERIOSCLEROSIS","SIEGEL GUENTER; MALMSTEN MARTIN ","SIEGEL GUENTER; MALMSTEN MARTIN","EP97005212","WO9826292","EP 96120013 12/12/1996 EP 97108723 05/30/1997 EP 96120013 12/12/1996 EP 97108723 05/30/1997 96120013.6 97108723.4 EP19960120013 EP19970108723 ","06/18/1998","A1 - Published application with search report","9826292","WO","09/23/1997","1998","Patent application","The present invention relates to a substrate being prepared by coupling of a macromolecule with the hydrophobic surface of a compound for mimicking athero/arteriosclerosis or testing athero/arteriosclerotic risk or for investigating anti-athero/arteriosclerotic effects of drug formulations. The invention relates furthermore to a process for preparing such a substrate, a method for mimicking athero/arteriosclerosis as well as to the use of the substrate for the manufacture of a test system for recognizing athero/arteriosclerotic risk or for detecting anti-athero/arteriosclerotic effects of drug formulations.La présente invention concerne un substrat préparé en couplant une macromolécule à la surface hydrophobe d'un composé pour simuler l'athéro/artériosclérose ou tester le risque d'athéro/artériosclérose ou étudier les effets anti-athéro/artériosclérotiques des formulations des médicaments. L'invention traite également d'un procédé de préparation de ce type de substrat; d'un procédé pour simuler l'athéro/artériosclérose ainsi que de l'utilisation de ce substrat pour fabriquer un système d'essai permettant de reconnaître le risque athéro/artériosclérotique ou de détecter les effets anti-athéro/artériosclérotiques des formulations des médicaments.","","Cell adhesion","Macromolecules - Hydrophobicity - Cell membranes - Blood - Glycoproteins - Molecular modeling - Materials testing - Elastomers","Atheros - Cell surface receptors - Drug formulations - Hyaluronan - Hydrophilic macromolecules - Hydrophobic substrate - Hydrophobic surfaces - Isoforms - Proteoglycans - Test systems","203 Biomaterials - 205.1 Polymeric Materials - 212.2 Elastomers - 214 Materials Science - 1301.1.2 Physical Properties of Gases, Liquids and Solids - 1301.1.3 Atomic and Molecular Physics",,"G01N33/68","G01N2800/323 - G01N33/92 - G01N2400/00 - G01N33/54353 - G01N33/5082 - G01N33/84","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"Heterogeneous silicon dioxide in dental composition","A·施托雷克; SCHTORIC A; S·乌尔兰德特; URLANDT S; R·施莫尔; SCHMORE R ","德古萨公司; DEGUSSA","02107405","CN1375452","DE 10112650 03/16/2001 DE 10112650 03/16/2001 10112650.6 DE20011012650 ","10/23/2002","A - Unexamined application for a patent for invention","1375452","CN","03/15/2002","2002","Patent application","本发明涉及具有非均相结构或组成的二氧化硅,涉及制备它们的方法,以及涉及其在牙用组合物中的应用。To produce a silicic acid having a nonuniform structure or constitution, to provide a method for preparation the same and use method thereof in the tooth mending agent.","","Silica","Specific surface area","Average diameter - BET surface area - Chemical data - Nonuniform structure - Particle shape - Physical data - Silicic acids - Specific surface - Surface area","1301.1.2 Physical Properties of Gases, Liquids and Solids",,"C01B33/113 - A61K7/16","A61K8/25 - A61Q11/00 - C01B33/18 - C01B33/193 - C01P2004/61 - C01P2006/11 - C01P2006/12 - C01P2006/19 - C01P2006/40 - C09C1/3063","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"USE OF INORGANIC PARTICLES AND METHOD FOR MARKING AND IDENTIFYING A SUBSTRATE OR AN ARTICLE","ROZUMEK OLIVIER; MUELLER EDGAR ","SICPA HOLDING","EP98008452","WO9934315","EP 97811029 12/29/1997 EP 97811029 12/29/1997 97811029.4 EP19970811029 ","07/08/1999","A2 - Published application without search report","9934315","WO","12/22/1998","1999","Patent application","The present invention relates to inorganic particles comprising at least two chemical elements in a predefined and analytically identifiable ratio. These particles are used as a marking means incorporated into or applied onto any desired article. They provide a high security potential against counterfeiting since the analysis depend on a combination of spatial as well as of chemical information. In a first step the information containing particle has to be localized by scanning electron microscopy and in a second step the ratio of elements is analysed using energy- or wavelength-dispersive X-ray analysis (SEM/EDX).La présente invention concerne des particules inorganiques comprenant au moins deux éléments chimiques en un rapport prédéfini et identifiable par voie analytique. Ces particules sont utilisées comme moyen de marquage incorporé ou appliqué à n'importe quel article désiré. Elles permettent d'obtenir un potentiel de sécurité élevé contre la contrefaçon étant donné que l'analyse dépend d'une combinaison d'informations à la fois spatiales et chimiques. Dans une première étape, la particule contenant les informations doit être localisée par microscopie électronique à balayage et dans une seconde étape le rapport des éléments est analysé par analyse par rayons X à dispersion d'énergie - en longueur d'onde (SEM/EDX).","","Scanning electron microscopy","Dispersion (waves) - Electrons - Chemical elements - Praseodymium alloys - X ray diffraction analysis","Backscattered electrons - Chemical information - Energy dispersive - High securities - Inorganic particles - Localised - Organic particles - Scanning electrons - SEM-EDX - Wavelength dispersive X-rays","202.7.2 Rare Earth Materials - 1301.1.3 Atomic and Molecular Physics - 1301.3.1 Microscopy - 1301.4.1 Crystalline Solids and Crystallography",,"G06K","B41M3/14 - B41M3/144 - C01P2002/02 - C01P2002/85 - C01P2004/03 - C01P2004/61 - C01P2004/62 - C01P2006/42 - C01P2006/60 - C01P2006/80 - C09C1/00 - C09C1/15 - C09C1/21 - C09C1/78 - C09C1/81 - C09C2200/1087 - C09C2210/10 - C09C2210/20 - C09C2210/50 - C09C2220/20 - C09D11/50 - B42D25/29 - B42D15/00","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"Precipitated silica","Siray, Mustafa Dr.; Scheffler, Jochen Dr. ","DEGUSSA-HUELS AKTIENGESELLSCHAFT; DEGUSSA AG","98122230","EP922671","DE 19755287 12/12/1997 DE 19755287 12/12/1997 19755287 DE19971055287 ","10/08/2003","B1 - Granted patent","922671","EP","11/23/1998","2003","Granted patent","Precipitated silica with the specified physical-chemical parameters is new. Precipitated silica (I) with the following physical-chemical parameters is new: BET surface area = 400-600 m/g to DIN 66131; dibutyl phthalate (DBP) value = 300-360 g/100 g to DIN 53601; tamped density = 70-140 g/l to DIN 53194; grindometer value = 15-50 mu m to ISO 1524; particle size distribution index I = less than 1.0 by Malvern method, I = (d90 - d10)/2d50. Independent claims are also included for (a) precipitated silica (II) coated with a polyethylene wax emulsion and having specified physical chemical parameters; (b) the production of (I); and (c) the production of (II).","AT - BE - CH - CY - DE - DK - ES - FI - FR - GB - GR - IE - IT - LI - LU - MC - NL - PT - SE - ","Particle size","Size distribution - Emulsification - Particle size analysis - Fluidized beds - Silica - Fighter aircraft - Physical chemistry - Coatings - Emulsions","BET surface area - Di-butyl phthalate - Dibutyl phthalates - Distribution index - Particles-size distributions - Physical-chemical parameters - Physico-chemical data - Polyethylene waxes - Precipitated silicas - Size-distribution","208.2 Coating Materials - 652.1.2 Military Aircraft - 801.3 Physical Chemistry - 802.3 Chemical Operations - 804 Chemical Products - 804.2 Inorganic Compounds - 805 Chemical Engineering - 941.5 Mechanical Variables Measurements - 1202.2 Mathematical Statistics - 1301.1.2 Physical Properties of Gases, Liquids and Solids",,"C01B33/193 - C09D7/00 - C09C1/30 - C09C3/00","C01B33/193 - C01P2004/51 - C01P2004/52 - C01P2004/61 - C01P2004/80 - C01P2006/10 - C01P2006/12 - C01P2006/19 - C01P2006/22 - C01P2006/60 - C01P2006/80 - C09C1/28 - C09C1/309 - C09C3/06 - C09D7/42 - C01B33/18","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"Inhomogeneous silicas for elastomer mixtures","UHRLANDT STEFAN; SCHMOLL RALF; BLUME ANKE; LUGINSLAND DETLEF ","DEGUSSA","10112652","DE10112652","DE 10112652 03/16/2001 DE20011012652 ","09/19/2002","A1 - Document laid open (first publication)","10112652","DE","03/16/2001","2002","Patent application","Die Erfindung betrifft Kieselsäuren mit inhomogener Struktur bzw. Aufbau, Verfahren zu deren Herstellung und deren Verwendung in Elastomerenmischungen.A silica containing 2 fractions, where the fractions differ by 10% in their BET surface area, CTAB surface area and DBP absorption values. An Independent claim is also available for production of a mixed silica, which comprises mixing the two fractions.","","Silica","Elastomers","Acid fractions - BET surface - BET surface area - DBP absorption value - Measured values - Particle diameters - Physico-chemical data - Silicic acids - Surface area","212.2 Elastomers",,"C01B33/187 - C08K3/36 - C09C1/30","C01B33/18 - C01B33/193 - C01P2004/61 - C01P2006/11 - C01P2006/12 - C01P2006/19 - C01P2006/40 - C08K3/36 - C08K2201/14","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
"Precipitated silica with a constant alkali value and their use","LINDNER GOTTLIEB-GEORG; KUHLMANN ROBERT; DREXEL CLAUS-PETER ","DEGUSSA","10112441","DE10112441","DE 10112441 03/15/2001 DE20011012441 ","09/19/2002","A1 - Document laid open (first publication)","10112441","DE","03/15/2001","2002","Patent application","Fällungskieselsäure oder Silikate, erhältlich durch saure Fällung von wässrigen Silikatlösungen unter Beibehaltung einer konstanten Alkalizahl von mindestens 1. DOLLAR A Verwendung als Trägermaterial, z. B. für Cholinchlorid.Precipitated silica has the following properties: (1) BET surface area = 50-700m/g; (2) DBP absorption = 100-450g/100g; (3) choline chloride absorption for a 75 wt.% aqueous solution = 150-400g/100g; (4) CTAB surface area = 50-350m/g; and (5) DBP/choline chloride absorption ratio = below 1.07. An Independent claim is also included for production of the precipitated silica.","","Metal ions","Silicates - Silica","Absorption ratio - BET surface area - Choline chloride - Metals ions - Physico-chemical data - Precipitated silicas - Property - Sears number - Silicate solutions - Surface area","804.2 Inorganic Compounds",,"C01B33/193 - A23K1/16 - C11D3/12 - C08K3/36 - A61K7/16 - B01J21/08","C01B33/193 - C01P2006/10 - C01P2006/12 - C01P2006/19 - C01P2006/22 - C01P2006/80 - C01P2006/82 - C01P2006/90","Patents Plus","Compilation and indexing terms, 2026 LexisNexis Univentio B.V.","Engineering Village"
